Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Quantity;Minimal quantity
278;Size:select:2;48:2;2;1
278;Size:select:3;50:3;8;1
278;Size:select:4;52:4;27;1
278;Size:select:5;54:5;21;1
278;Size:select:6;56:6;5;1
279;Size:select:1;110/116:1;12;1
279;Size:select:2;122/128:2;13;1
279;Size:select:3;134/140:3;10;1
279;Size:select:4;146/152:4;13;1
279;Size:select:5;158/164:5;15;1
279;Size:select:6;98/104:6;19;1
280;Size:select:1;One Size:1;26;1
281;Size:select:1;XXS:1;23;1
281;Size:select:2;XS:2;21;1
281;Size:select:3;S:3;29;1
281;Size:select:4;M:4;16;1
281;Size:select:5;L:5;14;1
283;Size:select:1;XXS:1;23;1
283;Size:select:2;XS:2;2;1
283;Size:select:3;S:3;12;1
283;Size:select:4;M:4;9;1
283;Size:select:5;L:5;6;1
283;Size:select:6;XL:6;6;1
284;Size:select:1;S:1;8;1
284;Size:select:2;M:2;13;1
284;Size:select:3;L:3;27;1
285;Size:select:1;92:1;4;1
285;Size:select:2;104:2;18;1
285;Size:select:3;110:3;13;1
285;Size:select:4;122:4;27;1
285;Size:select:5;134:5;25;1
285;Size:select:6;140:6;22;1
285;Size:select:7;146:7;18;1
286;Size:select:1;XS:1;22;1
286;Size:select:2;S:2;29;1
286;Size:select:3;M:3;5;1
286;Size:select:4;L:4;10;1
286;Size:select:5;XL:5;8;1
286;Size:select:6;XXL:6;12;1
286;Size:select:7;3XL:7;18;1
287;Size:select:1;One Size:1;5;1
288;Size:select:1;XS:1;24;1
288;Size:select:2;S:2;20;1
288;Size:select:3;M:3;16;1
288;Size:select:4;L:4;13;1
288;Size:select:5;XL:5;16;1
288;Size:select:6;XXL:6;20;1
289;Size:select:1;One Size:1;6;1
290;Size:select:1;176:1;19;1
290;Size:select:2;122/128:2;25;1
290;Size:select:3;128/134:3;21;1
290;Size:select:4;134/140:4;7;1
290;Size:select:5;146/152:5;20;1
290;Size:select:6;158/164:6;13;1
290;Size:select:7;170/176:7;18;1
291;Size:select:1;XXS:1;25;1
291;Size:select:2;XS:2;2;1
291;Size:select:3;S:3;19;1
291;Size:select:4;M:4;8;1
291;Size:select:5;L:5;7;1
291;Size:select:6;XL:6;7;1
292;Size:select:1;XXS:1;25;1
292;Size:select:2;XS:2;26;1
292;Size:select:3;S:3;16;1
292;Size:select:4;M:4;20;1
292;Size:select:5;L:5;27;1
292;Size:select:6;XL:6;7;1
293;Size:select:1;XS:1;0;1
293;Size:select:2;S:2;22;1
293;Size:select:3;M:3;23;1
293;Size:select:4;L:4;6;1
294;Size:select:1;36:1;5;1
294;Size:select:2;38:2;10;1
294;Size:select:3;40:3;13;1
294;Size:select:4;42:4;7;1
294;Size:select:5;44:5;14;1
294;Size:select:6;46:6;16;1
295;Size:select:1;XS:1;19;1
295;Size:select:2;S:2;24;1
295;Size:select:3;M:3;26;1
295;Size:select:4;L:4;7;1
296;Size:select:1;92:1;27;1
296;Size:select:2;98:2;28;1
296;Size:select:3;104:3;18;1
296;Size:select:4;110:4;5;1
296;Size:select:5;80/86:5;17;1
296;Size:select:6;86/92:6;2;1
297;Size:select:1;XS:1;5;1
297;Size:select:2;S:2;3;1
297;Size:select:3;M:3;3;1
297;Size:select:4;L:4;3;1
298;Size:select:1;34:1;20;1
298;Size:select:2;36:2;0;1
298;Size:select:3;38:3;5;1
298;Size:select:4;40:4;10;1
298;Size:select:5;42:5;10;1
299;Size:select:1;21:1;27;1
299;Size:select:2;22:2;3;1
299;Size:select:3;23:3;26;1
299;Size:select:4;24:4;16;1
299;Size:select:5;25:5;8;1
299;Size:select:6;27:6;19;1
299;Size:select:7;28:7;14;1
299;Size:select:8;29:8;26;1
299;Size:select:9;31:9;18;1
299;Size:select:10;32:10;16;1
299;Size:select:11;33:11;27;1
300;Size:select:1;S:1;6;1
300;Size:select:2;M:2;6;1
300;Size:select:3;L:3;4;1
300;Size:select:4;XL:4;9;1
300;Size:select:5;XXL:5;13;1
301;Size:select:1;XS:1;24;1
301;Size:select:2;S:2;11;1
301;Size:select:3;M:3;0;1
301;Size:select:4;L:4;10;1
301;Size:select:5;XL:5;27;1
302;Size:select:1;One Size:1;8;1
303;Size:select:1;One Size:1;11;1
304;Size:select:1;36:1;2;1
304;Size:select:2;37:2;24;1
304;Size:select:3;38:3;2;1
304;Size:select:4;39:4;26;1
304;Size:select:5;40:5;19;1
304;Size:select:6;41:6;20;1
304;Size:select:7;42:7;15;1
305;Size:select:1;34:1;4;1
305;Size:select:2;36:2;5;1
305;Size:select:3;38:3;2;1
305;Size:select:4;40:4;26;1
305;Size:select:5;42:5;16;1
306;Size:select:1;XXS:1;12;1
306;Size:select:2;XS:2;22;1
306;Size:select:3;S:3;7;1
306;Size:select:4;M:4;17;1
306;Size:select:5;L:5;17;1
307;Size:select:1;38:1;13;1
307;Size:select:2;39:2;1;1
307;Size:select:3;40:3;29;1
307;Size:select:4;41:4;18;1
307;Size:select:5;42:5;20;1
308;Size:select:1;25:1;25;1
308;Size:select:2;27:2;28;1
308;Size:select:3;28:3;29;1
308;Size:select:4;29:4;23;1
308;Size:select:5;30:5;20;1
308;Size:select:6;31:6;25;1
308;Size:select:7;32:7;19;1
308;Size:select:8;33:8;4;1
308;Size:select:9;34:9;0;1
310;Size:select:1;44:1;12;1
310;Size:select:2;46:2;19;1
310;Size:select:3;48:3;22;1
310;Size:select:4;50:4;24;1
310;Size:select:5;52:5;22;1
311;Size:select:1;36:1;6;1
311;Size:select:2;37.5:2;22;1
311;Size:select:3;38:3;25;1
311;Size:select:4;38.5:4;6;1
311;Size:select:5;39:5;2;1
311;Size:select:6;40:6;11;1
311;Size:select:7;41:7;21;1
312;Size:select:1;35:1;3;1
312;Size:select:2;37:2;9;1
312;Size:select:3;38:3;17;1
312;Size:select:4;38.5:4;26;1
312;Size:select:5;39:5;20;1
312;Size:select:6;39.5:6;17;1
312;Size:select:7;40:7;23;1
312;Size:select:8;40.5:8;13;1
312;Size:select:9;41:9;27;1
313;Size:select:1;XS:1;25;1
313;Size:select:2;S:2;8;1
313;Size:select:3;M:3;22;1
313;Size:select:4;L:4;11;1
313;Size:select:5;XL:5;29;1
313;Size:select:6;XXL:6;3;1
314;Size:select:1;29:1;26;1
314;Size:select:2;30:2;25;1
314;Size:select:3;31:3;29;1
314;Size:select:4;32:4;20;1
314;Size:select:5;33:5;14;1
314;Size:select:6;35:6;0;1
314;Size:select:7;36:7;2;1
315;Size:select:1;25x31:1;14;1
315;Size:select:2;25x33:2;26;1
315;Size:select:3;26x31:3;20;1
315;Size:select:4;26x33:4;28;1
315;Size:select:5;27x31:5;15;1
315;Size:select:6;27x33:6;11;1
315;Size:select:7;27x35:7;24;1
315;Size:select:8;28x31:8;17;1
315;Size:select:9;28x35:9;25;1
315;Size:select:10;29x31:10;27;1
315;Size:select:11;29x33:11;7;1
315;Size:select:12;29x35:12;28;1
315;Size:select:13;30x31:13;21;1
315;Size:select:14;30x33:14;19;1
315;Size:select:15;31x31:15;12;1
315;Size:select:16;32x31:16;27;1
315;Size:select:17;32x33:17;29;1
315;Size:select:18;33x33:18;8;1
316;Size:select:1;25x30:1;26;1
316;Size:select:2;25x32:2;21;1
316;Size:select:3;27x30:3;3;1
316;Size:select:4;28x30:4;16;1
316;Size:select:5;28x32:5;11;1
316;Size:select:6;28x34:6;29;1
316;Size:select:7;29x30:7;12;1
316;Size:select:8;29x32:8;22;1
316;Size:select:9;29x34:9;2;1
316;Size:select:10;30x32:10;26;1
316;Size:select:11;30x34:11;0;1
316;Size:select:12;31x30:12;6;1
316;Size:select:13;31x32:13;12;1
316;Size:select:14;31x34:14;27;1
316;Size:select:15;32x30:15;20;1
316;Size:select:16;32x32:16;1;1
316;Size:select:17;32x34:17;24;1
316;Size:select:18;33x32:18;21;1
316;Size:select:19;34x32:19;6;1
317;Size:select:1;104/110:1;22;1
317;Size:select:2;116/122:2;1;1
317;Size:select:3;128/134:3;11;1
317;Size:select:4;140/146:4;18;1
317;Size:select:5;152/158:5;9;1
317;Size:select:6;164/176:6;0;1
318;Size:select:1;XS:1;11;1
318;Size:select:2;S:2;15;1
318;Size:select:3;M:3;13;1
318;Size:select:4;L:4;7;1
318;Size:select:5;XL:5;13;1
319;Size:select:1;XS:1;14;1
319;Size:select:2;S:2;28;1
319;Size:select:3;M:3;0;1
319;Size:select:4;L:4;11;1
319;Size:select:5;XL:5;18;1
319;Size:select:6;XXL:6;9;1
320;Size:select:1;22:1;29;1
320;Size:select:2;23:2;27;1
320;Size:select:3;24:3;15;1
320;Size:select:4;25:4;20;1
320;Size:select:5;26:5;16;1
320;Size:select:6;27:6;22;1
321;Size:select:1;38:1;8;1
321;Size:select:2;40:2;28;1
321;Size:select:3;42:3;17;1
321;Size:select:4;44:4;19;1
321;Size:select:5;46:5;14;1
322;Size:select:1;36:1;10;1
322;Size:select:2;37:2;7;1
322;Size:select:3;37.5:3;20;1
322;Size:select:4;38:4;24;1
322;Size:select:5;38.5:5;20;1
322;Size:select:6;39:6;21;1
322;Size:select:7;40:7;7;1
322;Size:select:8;40.5:8;7;1
322;Size:select:9;41:9;14;1
322;Size:select:10;42:10;2;1
322;Size:select:11;42.5:11;23;1
322;Size:select:12;44.5:12;16;1
322;Size:select:13;45:13;0;1
322;Size:select:14;47:14;14;1
322;Size:select:15;48.5:15;29;1
323;Size:select:1;36:1;15;1
323;Size:select:2;37:2;19;1
323;Size:select:3;38:3;11;1
323;Size:select:4;39:4;2;1
323;Size:select:5;40:5;6;1
323;Size:select:6;41:6;0;1
323;Size:select:7;42:7;8;1
323;Size:select:8;43:8;11;1
324;Size:select:1;XS:1;2;1
324;Size:select:2;S:2;26;1
324;Size:select:3;M:3;6;1
325;Size:select:1;75:1;15;1
325;Size:select:2;80:2;6;1
325;Size:select:3;85:3;8;1
325;Size:select:4;90:4;3;1
325;Size:select:5;95:5;19;1
325;Size:select:6;100:6;22;1
325;Size:select:7;105:7;11;1
326;Size:select:1;One Size:1;26;1
327;Size:select:1;24:1;5;1
327;Size:select:2;27:2;5;1
327;Size:select:3;28:3;17;1
327;Size:select:4;31:4;19;1
327;Size:select:5;32:5;23;1
327;Size:select:6;35:6;7;1
327;Size:select:7;36:7;22;1
327;Size:select:8;37:8;4;1
327;Size:select:9;25/26:9;4;1
327;Size:select:10;29/30:10;6;1
327;Size:select:11;33/34:11;5;1
328;Size:select:1;42:1;11;1
328;Size:select:2;44:2;15;1
328;Size:select:3;46:3;6;1
328;Size:select:4;48:4;16;1
328;Size:select:5;50:5;7;1
328;Size:select:6;52:6;19;1
328;Size:select:7;54:7;17;1
329;Size:select:1;46:1;15;1
329;Size:select:2;48:2;12;1
329;Size:select:3;50:3;13;1
329;Size:select:4;52:4;1;1
329;Size:select:5;54:5;26;1
330;Size:select:1;XS:1;17;1
330;Size:select:2;S:2;27;1
330;Size:select:3;M:3;14;1
330;Size:select:4;L:4;5;1
330;Size:select:5;XL:5;1;1
330;Size:select:6;XXL:6;29;1
331;Size:select:1;34:1;10;1
331;Size:select:2;36:2;12;1
331;Size:select:3;38:3;1;1
331;Size:select:4;40:4;5;1
331;Size:select:5;42:5;3;1
332;Size:select:1;36:1;9;1
332;Size:select:2;37:2;23;1
332;Size:select:3;38:3;27;1
332;Size:select:4;39:4;0;1
332;Size:select:5;40:5;17;1
332;Size:select:6;41:6;24;1
332;Size:select:7;42:7;13;1
333;Size:select:1;XS:1;26;1
333;Size:select:2;S:2;4;1
333;Size:select:3;M:3;4;1
333;Size:select:4;L:4;26;1
334;Size:select:1;122/134:1;15;1
334;Size:select:2;134/140:2;21;1
334;Size:select:3;152/164:3;8;1
334;Size:select:4;164/176:4;19;1
335;Size:select:1;34:1;1;1
335;Size:select:2;34.5:2;14;1
335;Size:select:3;35:3;2;1
335;Size:select:4;36:4;6;1
335;Size:select:5;36.5:5;28;1
335;Size:select:6;37.5:6;13;1
335;Size:select:7;38.5:7;3;1
335;Size:select:8;39:8;8;1
335;Size:select:9;40:9;29;1
335;Size:select:10;40.5:10;21;1
335;Size:select:11;41:11;9;1
335;Size:select:12;42:12;1;1
335;Size:select:13;42.5:13;21;1
335;Size:select:14;43:14;5;1
335;Size:select:15;44:15;23;1
335;Size:select:16;44.5:16;23;1
335;Size:select:17;45:17;3;1
335;Size:select:18;45.5:18;6;1
335;Size:select:19;47:19;11;1
336;Size:select:1;92:1;27;1
336;Size:select:2;98:2;23;1
336;Size:select:3;104:3;9;1
336;Size:select:4;110:4;19;1
336;Size:select:5;80/86:5;0;1
336;Size:select:6;86/92:6;20;1
337;Size:select:1;34:1;29;1
337;Size:select:2;36:2;16;1
337;Size:select:3;38:3;27;1
337;Size:select:4;40:4;21;1
338;Size:select:1;92:1;20;1
338;Size:select:2;98:2;12;1
338;Size:select:3;110:3;23;1
338;Size:select:4;116:4;26;1
338;Size:select:5;176:5;11;1
338;Size:select:6;134-140:6;27;1
338;Size:select:7;152-164:7;26;1
339;Size:select:1;104/110:1;10;1
339;Size:select:2;116/122:2;24;1
339;Size:select:3;128/134:3;7;1
339;Size:select:4;140/146:4;20;1
339;Size:select:5;152/158:5;5;1
339;Size:select:6;164/176:6;15;1
340;Size:select:1;XS:1;28;1
340;Size:select:2;S:2;8;1
340;Size:select:3;M:3;8;1
340;Size:select:4;L:4;23;1
341;Size:select:1;29:1;21;1
341;Size:select:2;30:2;21;1
341;Size:select:3;31:3;10;1
341;Size:select:4;32:4;10;1
341;Size:select:5;34:5;23;1
341;Size:select:6;35:6;9;1
341;Size:select:7;36:7;9;1
341;Size:select:8;37:8;11;1
341;Size:select:9;38:9;26;1
341;Size:select:10;39:10;21;1
341;Size:select:11;40:11;25;1
342;Size:select:1;40:1;2;1
342;Size:select:2;41:2;16;1
343;Size:select:1;XXS:1;28;1
343;Size:select:2;XS:2;26;1
343;Size:select:3;S:3;6;1
343;Size:select:4;M:4;16;1
343;Size:select:5;L:5;9;1
343;Size:select:6;XL:6;8;1
344;Size:select:1;XS:1;15;1
344;Size:select:2;S:2;4;1
344;Size:select:3;M:3;9;1
344;Size:select:4;L:4;7;1
344;Size:select:5;XL:5;27;1
344;Size:select:6;XXL:6;13;1
345;Size:select:1;104/110:1;9;1
345;Size:select:2;116/122:2;29;1
345;Size:select:3;128/134:3;21;1
345;Size:select:4;140/146:4;21;1
345;Size:select:5;152/158:5;8;1
345;Size:select:6;164/176:6;11;1
346;Size:select:1;XS:1;10;1
346;Size:select:2;S:2;22;1
346;Size:select:3;M:3;26;1
346;Size:select:4;L:4;7;1
346;Size:select:5;XL:5;24;1
346;Size:select:6;XXL:6;16;1
347;Size:select:1;XS:1;11;1
347;Size:select:2;S:2;27;1
347;Size:select:3;M:3;2;1
347;Size:select:4;L:4;14;1
347;Size:select:5;XL:5;15;1
348;Size:select:1;110/116:1;15;1
348;Size:select:2;122/128:2;6;1
348;Size:select:3;134/140:3;1;1
348;Size:select:4;146/152:4;7;1
348;Size:select:5;158/164:5;8;1
348;Size:select:6;170/176:6;8;1
349;Size:select:1;XS:1;24;1
349;Size:select:2;S:2;29;1
349;Size:select:3;M:3;28;1
349;Size:select:4;L:4;19;1
349;Size:select:5;XL:5;29;1
350;Size:select:1;23:1;22;1
350;Size:select:2;24:2;19;1
350;Size:select:3;25:3;11;1
350;Size:select:4;26:4;14;1
350;Size:select:5;27:5;13;1
350;Size:select:6;28:6;26;1
350;Size:select:7;29:7;13;1
350;Size:select:8;31:8;10;1
350;Size:select:9;32:9;18;1
351;Size:select:1;One Size:1;19;1
352;Size:select:1;36:1;17;1
352;Size:select:2;37:2;10;1
352;Size:select:3;38:3;14;1
352;Size:select:4;39:4;10;1
352;Size:select:5;40:5;19;1
352;Size:select:6;41:6;20;1
352;Size:select:7;42:7;1;1
353;Size:select:1;M/L:1;19;1
353;Size:select:2;S/M:2;5;1
354;Size:select:1;92:1;11;1
354;Size:select:2;98:2;6;1
354;Size:select:3;104:3;1;1
354;Size:select:4;110:4;19;1
354;Size:select:5;80/86:5;23;1
354;Size:select:6;86/92:6;0;1
355;Size:select:1;29:1;26;1
355;Size:select:2;30:2;6;1
355;Size:select:3;31:3;0;1
355;Size:select:4;32:4;20;1
355;Size:select:5;33:5;27;1
355;Size:select:6;34:6;22;1
355;Size:select:7;35:7;9;1
356;Size:select:1;27:1;22;1
356;Size:select:2;28:2;10;1
356;Size:select:3;30:3;29;1
356;Size:select:4;31:4;7;1
356;Size:select:5;32:5;26;1
357;Size:select:1;XS:1;10;1
357;Size:select:2;S:2;3;1
357;Size:select:3;M:3;14;1
357;Size:select:4;L:4;13;1
357;Size:select:5;XL:5;22;1
357;Size:select:6;XXL:6;25;1
358;Size:select:1;34:1;25;1
358;Size:select:2;36:2;28;1
358;Size:select:3;38:3;25;1
358;Size:select:4;40:4;16;1
358;Size:select:5;42:5;27;1
359;Size:select:1;XS:1;18;1
359;Size:select:2;S:2;17;1
359;Size:select:3;M:3;22;1
359;Size:select:4;L:4;9;1
359;Size:select:5;XL:5;22;1
359;Size:select:6;XXL:6;7;1
360;Size:select:1;S:1;23;1
360;Size:select:2;M:2;21;1
360;Size:select:3;L:3;0;1
360;Size:select:4;XL:4;17;1
360;Size:select:5;XXL:5;13;1
361;Size:select:1;XS:1;17;1
361;Size:select:2;S:2;20;1
361;Size:select:3;M:3;13;1
361;Size:select:4;L:4;19;1
361;Size:select:5;XL:5;21;1
362;Size:select:1;XS:1;27;1
362;Size:select:2;S:2;7;1
362;Size:select:3;M:3;18;1
362;Size:select:4;L:4;4;1
363;Size:select:1;35:1;11;1
363;Size:select:2;36:2;12;1
363;Size:select:3;37:3;24;1
363;Size:select:4;38:4;21;1
363;Size:select:5;39:5;15;1
363;Size:select:6;40:6;20;1
363;Size:select:7;41:7;27;1
364;Size:select:1;One Size:1;13;1
365;Size:select:1;XS:1;5;1
365;Size:select:2;S:2;23;1
365;Size:select:3;M:3;25;1
365;Size:select:4;L:4;5;1
365;Size:select:5;XL:5;9;1
365;Size:select:6;XXL:6;9;1
366;Size:select:1;32:1;12;1
366;Size:select:2;34:2;3;1
366;Size:select:3;36:3;4;1
366;Size:select:4;38:4;13;1
366;Size:select:5;40:5;16;1
366;Size:select:6;42:6;14;1
366;Size:select:7;44:7;16;1
367;Size:select:1;128:1;8;1
367;Size:select:2;134:2;7;1
367;Size:select:3;140:3;8;1
367;Size:select:4;146:4;26;1
367;Size:select:5;152:5;16;1
367;Size:select:6;158:6;23;1
367;Size:select:7;164:7;0;1
367;Size:select:8;170:8;3;1
367;Size:select:9;176:9;4;1
368;Size:select:1;XS:1;28;1
368;Size:select:2;S:2;20;1
368;Size:select:3;M:3;7;1
368;Size:select:4;L:4;12;1
368;Size:select:5;XL:5;16;1
368;Size:select:6;XXL:6;6;1
369;Size:select:1;One Size:1;22;1
370;Size:select:1;54:1;1;1
370;Size:select:2;42/44:2;23;1
370;Size:select:3;46/48:3;1;1
370;Size:select:4;50/52:4;9;1
371;Size:select:1;XS:1;10;1
371;Size:select:2;S:2;15;1
371;Size:select:3;M:3;6;1
371;Size:select:4;L:4;22;1
371;Size:select:5;XL:5;8;1
371;Size:select:6;XXL:6;7;1
372;Size:select:1;34:1;11;1
372;Size:select:2;36:2;0;1
372;Size:select:3;38:3;16;1
372;Size:select:4;40:4;16;1
372;Size:select:5;42:5;13;1
373;Size:select:1;XS:1;21;1
373;Size:select:2;S:2;4;1
373;Size:select:3;M:3;17;1
373;Size:select:4;L:4;2;1
373;Size:select:5;XL:5;4;1
373;Size:select:6;XXL:6;16;1
374;Size:select:1;34:1;24;1
374;Size:select:2;36:2;29;1
374;Size:select:3;38:3;27;1
374;Size:select:4;40:4;27;1
374;Size:select:5;42:5;10;1
374;Size:select:6;44:6;0;1
375;Size:select:1;48:1;25;1
375;Size:select:2;50:2;5;1
375;Size:select:3;52:3;28;1
375;Size:select:4;54:4;26;1
376;Size:select:1;24:1;23;1
376;Size:select:2;25:2;6;1
376;Size:select:3;26:3;10;1
376;Size:select:4;27:4;2;1
376;Size:select:5;28:5;19;1
376;Size:select:6;29:6;14;1
376;Size:select:7;30:7;4;1
376;Size:select:8;31:8;6;1
376;Size:select:9;32:9;22;1
376;Size:select:10;33:10;1;1
377;Size:select:1;XS:1;16;1
377;Size:select:2;S:2;17;1
377;Size:select:3;M:3;8;1
377;Size:select:4;L:4;12;1
377;Size:select:5;XL:5;0;1
378;Size:select:1;24:1;16;1
378;Size:select:2;25:2;18;1
378;Size:select:3;26:3;14;1
378;Size:select:4;27:4;29;1
378;Size:select:5;28:5;2;1
378;Size:select:6;29:6;25;1
378;Size:select:7;30:7;13;1
378;Size:select:8;31:8;1;1
378;Size:select:9;32:9;6;1
378;Size:select:10;33:10;6;1
379;Size:select:1;XXS:1;24;1
379;Size:select:2;XS:2;4;1
379;Size:select:3;S:3;12;1
379;Size:select:4;M:4;29;1
379;Size:select:5;XL:5;15;1
380;Size:select:1;24x30:1;10;1
380;Size:select:2;24x32:2;16;1
380;Size:select:3;25x30:3;10;1
380;Size:select:4;25x32:4;11;1
380;Size:select:5;26x30:5;18;1
380;Size:select:6;26x32:6;24;1
380;Size:select:7;26x34:7;6;1
380;Size:select:8;27x30:8;13;1
380;Size:select:9;27x32:9;24;1
380;Size:select:10;27x34:10;6;1
380;Size:select:11;28x30:11;29;1
380;Size:select:12;28x32:12;10;1
380;Size:select:13;28x34:13;10;1
380;Size:select:14;29x30:14;3;1
380;Size:select:15;29x32:15;0;1
380;Size:select:16;30x30:16;7;1
380;Size:select:17;30x32:17;20;1
380;Size:select:18;30x34:18;15;1
380;Size:select:19;31x32:19;27;1
380;Size:select:20;31x34:20;23;1
380;Size:select:21;32x32:21;12;1
380;Size:select:22;32x34:22;10;1
381;Size:select:1;35:1;6;1
381;Size:select:2;36:2;25;1
381;Size:select:3;37:3;1;1
381;Size:select:4;38:4;9;1
381;Size:select:5;39:5;4;1
381;Size:select:6;40:6;3;1
381;Size:select:7;41:7;26;1
382;Size:select:1;S:1;25;1
382;Size:select:2;M:2;10;1
382;Size:select:3;L:3;22;1
382;Size:select:4;XXL:4;7;1
383;Size:select:1;24:1;7;1
383;Size:select:2;27:2;20;1
383;Size:select:3;28:3;29;1
383;Size:select:4;31:4;7;1
383;Size:select:5;32:5;27;1
383;Size:select:6;35:6;23;1
383;Size:select:7;36:7;5;1
383;Size:select:8;25/26:8;10;1
383;Size:select:9;29/30:9;4;1
383;Size:select:10;33/34:10;20;1
384;Size:select:1;XS:1;23;1
384;Size:select:2;S:2;3;1
384;Size:select:3;M:3;15;1
384;Size:select:4;L:4;3;1
384;Size:select:5;XL:5;28;1
384;Size:select:6;XXL:6;5;1
385;Size:select:1;24:1;29;1
385;Size:select:2;25:2;3;1
385;Size:select:3;26:3;19;1
385;Size:select:4;27:4;15;1
385;Size:select:5;28:5;5;1
385;Size:select:6;29:6;2;1
385;Size:select:7;30:7;29;1
385;Size:select:8;31:8;9;1
385;Size:select:9;32:9;15;1
385;Size:select:10;33:10;9;1
385;Size:select:11;34:11;8;1
385;Size:select:12;35:12;19;1
385;Size:select:13;36:13;2;1
385;Size:select:14;38:14;17;1
386;Size:select:1;24x30:1;29;1
386;Size:select:2;24x32:2;25;1
386;Size:select:3;24x34:3;7;1
386;Size:select:4;25x30:4;3;1
386;Size:select:5;25x32:5;2;1
386;Size:select:6;25x34:6;12;1
386;Size:select:7;26x30:7;0;1
386;Size:select:8;26x32:8;29;1
386;Size:select:9;26x34:9;23;1
386;Size:select:10;28x30:10;21;1
386;Size:select:11;28x32:11;21;1
386;Size:select:12;28x34:12;13;1
386;Size:select:13;30x30:13;7;1
386;Size:select:14;30x32:14;20;1
386;Size:select:15;30x34:15;13;1
386;Size:select:16;32x30:16;21;1
386;Size:select:17;32x32:17;15;1
386;Size:select:18;32x34:18;6;1
386;Size:select:19;34x30:19;6;1
386;Size:select:20;34x34:20;28;1
387;Size:select:1;XXS:1;27;1
387;Size:select:2;XS:2;21;1
387;Size:select:3;S:3;20;1
387;Size:select:4;M:4;6;1
387;Size:select:5;XL:5;1;1
388;Size:select:1;XS:1;4;1
388;Size:select:2;S:2;20;1
388;Size:select:3;M:3;20;1
388;Size:select:4;L:4;22;1
388;Size:select:5;XL:5;17;1
388;Size:select:6;XXL:6;14;1
389;Size:select:1;One Size:1;15;1
390;Size:select:1;27:1;8;1
390;Size:select:2;28:2;17;1
390;Size:select:3;29:3;21;1
390;Size:select:4;30:4;27;1
390;Size:select:5;31:5;25;1
390;Size:select:6;32:6;12;1
390;Size:select:7;33:7;0;1
390;Size:select:8;34:8;15;1
390;Size:select:9;35:9;5;1
390;Size:select:10;36:10;29;1
390;Size:select:11;37:11;10;1
390;Size:select:12;37.5:12;28;1
390;Size:select:13;38:13;23;1
390;Size:select:14;38.5:14;22;1
391;Size:select:1;34:1;24;1
391;Size:select:2;36:2;9;1
391;Size:select:3;40:3;25;1
391;Size:select:4;42:4;23;1
391;Size:select:5;44:5;23;1
391;Size:select:6;46:6;2;1
392;Size:select:1;32:1;13;1
392;Size:select:2;34:2;4;1
392;Size:select:3;36:3;19;1
392;Size:select:4;38:4;7;1
392;Size:select:5;40:5;5;1
392;Size:select:6;42:6;0;1
392;Size:select:7;44:7;1;1
393;Size:select:1;XS:1;28;1
393;Size:select:2;S:2;22;1
393;Size:select:3;M:3;10;1
393;Size:select:4;L:4;7;1
393;Size:select:5;XL:5;5;1
394;Size:select:1;M:1;6;1
394;Size:select:2;L:2;5;1
394;Size:select:3;XL:3;4;1
395;Size:select:1;XS:1;20;1
395;Size:select:2;S:2;29;1
395;Size:select:3;M:3;16;1
395;Size:select:4;L:4;25;1
395;Size:select:5;XL:5;3;1
396;Size:select:1;XS:1;5;1
396;Size:select:2;S:2;20;1
396;Size:select:3;M:3;22;1
396;Size:select:4;L:4;27;1
396;Size:select:5;XL:5;10;1
396;Size:select:6;XXL:6;22;1
397;Size:select:1;34:1;13;1
397;Size:select:2;36:2;8;1
397;Size:select:3;38:3;9;1
398;Size:select:1;28:1;10;1
398;Size:select:2;29:2;24;1
398;Size:select:3;30:3;28;1
398;Size:select:4;31:4;23;1
398;Size:select:5;32:5;12;1
398;Size:select:6;33:6;2;1
398;Size:select:7;34:7;4;1
398;Size:select:8;35:8;27;1
398;Size:select:9;36:9;13;1
398;Size:select:10;37:10;21;1
399;Size:select:1;32:1;25;1
399;Size:select:2;34:2;10;1
399;Size:select:3;36:3;2;1
399;Size:select:4;38:4;23;1
399;Size:select:5;40:5;25;1
399;Size:select:6;42:6;21;1
400;Size:select:1;One Size:1;5;1
401;Size:select:1;XS:1;21;1
401;Size:select:2;S:2;17;1
401;Size:select:3;M:3;17;1
401;Size:select:4;L:4;4;1
402;Size:select:1;XS:1;10;1
402;Size:select:2;S:2;9;1
402;Size:select:3;M:3;27;1
402;Size:select:4;XL:4;19;1
403;Size:select:1;34x30:1;26;1
403;Size:select:2;34x32:2;22;1
403;Size:select:3;36x30:3;11;1
403;Size:select:4;36x32:4;22;1
403;Size:select:5;36x34:5;27;1
403;Size:select:6;38x30:6;12;1
403;Size:select:7;38x32:7;16;1
403;Size:select:8;38x34:8;23;1
403;Size:select:9;40x30:9;18;1
403;Size:select:10;40x32:10;11;1
403;Size:select:11;40x34:11;15;1
403;Size:select:12;42x30:12;9;1
403;Size:select:13;42x32:13;11;1
404;Size:select:1;XS:1;24;1
404;Size:select:2;S:2;2;1
404;Size:select:3;M:3;0;1
404;Size:select:4;L:4;23;1
405;Size:select:1;27:1;15;1
405;Size:select:2;28:2;24;1
405;Size:select:3;29:3;0;1
405;Size:select:4;30:4;23;1
405;Size:select:5;31:5;3;1
405;Size:select:6;32:6;27;1
405;Size:select:7;33:7;27;1
406;Size:select:1;One Size:1;6;1
